Ticket,Time,Direction,Entry,SL,TP1,Result,PnL,Regime
S-1152,2024-11-06 13:50:00,LONG,2702.13,2695.73,2737.32,LOSS,-100.0,SIDEWAY_ADV
S-1153,2024-11-06 15:35:00,LONG,2661.74,2661.74,2727.22,LOSS,-100.0,SIDEWAY_ADV
S-1154,2024-11-07 02:40:00,SHORT,2661.91,2762.79,2710.97,WIN,48.63,SIDEWAY_ADV
S-1155,2024-11-07 09:30:00,SHORT,2666.27,2762.79,2712.06,WIN,47.44,SIDEWAY_ADV
S-1156,2024-11-07 15:05:00,SHORT,2676.72,2762.8,2714.67,WIN,44.09,SIDEWAY_ADV
S-1157,2024-11-08 07:50:00,LONG,2695.36,2642.79,2733.07,LOSS,-100.0,SIDEWAY_ADV
S-1158,2024-11-08 09:00:00,LONG,2685.0,2642.79,2730.48,LOSS,-100.0,SIDEWAY_ADV
S-1159,2024-11-08 09:10:00,LONG,2683.29,2642.79,2730.05,LOSS,-100.0,SIDEWAY_ADV
S-1160,2024-11-11 16:20:00,LONG,2629.68,2617.18,2715.81,LOSS,-100.0,SIDEWAY_ADV
S-1161,2024-11-13 22:50:00,LONG,2573.51,2573.51,2706.01,LOSS,-100.0,SIDEWAY_ADV
S-1162,2024-11-15 22:20:00,LONG,2560.71,2560.71,2699.13,EXPIRED,0.0,SIDEWAY_ADV
S-1163,2024-11-18 03:25:00,SHORT,2593.91,2627.65,2689.47,WIN,283.23,SIDEWAY_ADV
S-1164,2024-11-18 07:35:00,LONG,2585.86,2585.86,2705.42,EXPIRED,0.0,SIDEWAY_ADV
S-1165,2024-11-18 07:55:00,LONG,2585.56,2585.56,2705.35,EXPIRED,0.0,SIDEWAY_ADV
S-1166,2024-11-19 11:30:00,SHORT,2633.14,2634.97,2708.57,WIN,4129.22,SIDEWAY_ADV
S-1167,2024-11-20 02:25:00,SHORT,2637.84,2639.93,2709.74,WIN,3444.23,SIDEWAY_ADV
S-1168,2024-11-21 06:40:00,SHORT,2658.49,2660.94,2705.61,WIN,1922.08,SIDEWAY_ADV
S-1169,2024-11-21 20:15:00,SHORT,2672.59,2674.0,2709.14,WIN,2583.82,SIDEWAY_ADV
S-1170,2024-11-22 02:00:00,LONG,2670.08,2558.92,2735.09,EXPIRED,0.0,SIDEWAY_ADV
S-1171,2024-11-22 04:40:00,SHORT,2686.2,2686.95,2712.54,WIN,3525.11,SIDEWAY_ADV
S-1172,2024-11-22 17:40:00,SHORT,2704.86,2710.53,2715.84,WIN,193.67,SIDEWAY_ADV
S-1173,2024-11-25 16:40:00,LONG,2634.35,2617.2,2670.44,LOSS,-100.0,SIDEWAY_ADV
S-1174,2024-11-27 04:40:00,SHORT,2639.78,2721.84,2622.53,WIN,21.02,SIDEWAY_ADV
S-1175,2024-11-28 17:30:00,LONG,2636.82,2604.33,2636.55,WIN,0.83,SIDEWAY_ADV
S-1176,2024-11-29 08:10:00,SHORT,2666.03,2721.84,2637.9,WIN,50.4,SIDEWAY_ADV
S-1177,2024-11-29 21:10:00,LONG,2649.84,2604.33,2643.66,WIN,13.59,SIDEWAY_ADV
S-1178,2024-12-02 03:15:00,LONG,2629.09,2604.33,2638.47,WIN,37.89,SIDEWAY_ADV
S-1179,2024-12-02 20:20:00,LONG,2634.03,2610.36,2639.7,WIN,23.97,SIDEWAY_ADV
S-1180,2024-12-03 01:30:00,SHORT,2642.71,2666.9,2632.07,EXPIRED,0.0,SIDEWAY_ADV
S-1181,2024-12-03 23:15:00,LONG,2642.0,2620.39,2641.7,WIN,1.41,SIDEWAY_ADV
S-1182,2024-12-04 06:25:00,SHORT,2645.66,2666.9,2632.81,WIN,60.52,SIDEWAY_ADV
S-1183,2024-12-04 12:55:00,SHORT,2644.4,2666.9,2632.49,WIN,52.93,SIDEWAY_ADV
S-1184,2024-12-05 07:45:00,SHORT,2654.27,2654.27,2634.96,WIN,152.89,SIDEWAY_ADV
S-1185,2024-12-05 08:55:00,LONG,2646.87,2621.33,2654.99,LOSS,-100.0,SIDEWAY_ADV
S-1186,2024-12-06 05:25:00,SHORT,2636.26,2662.8,2630.46,WIN,21.87,SIDEWAY_ADV
S-1187,2024-12-06 05:35:00,SHORT,2639.13,2662.8,2631.17,WIN,33.62,SIDEWAY_ADV
S-1188,2024-12-06 07:45:00,LONG,2635.75,2611.79,2652.21,WIN,68.71,SIDEWAY_ADV
S-1189,2024-12-09 12:00:00,SHORT,2657.08,2657.08,2636.09,LOSS,-100.0,SIDEWAY_ADV
S-1190,2024-12-09 17:10:00,SHORT,2676.05,2676.05,2640.84,LOSS,-100.0,SIDEWAY_ADV
S-1191,2024-12-10 10:00:00,LONG,2663.31,2611.79,2655.65,WIN,14.87,SIDEWAY_ADV
S-1192,2024-12-12 09:35:00,SHORT,2719.75,2719.75,2653.47,WIN,954.5,SIDEWAY_ADV
S-1193,2024-12-13 19:45:00,LONG,2656.42,2652.85,2653.35,WIN,85.94,SIDEWAY_ADV
S-1194,2024-12-17 20:10:00,SHORT,2646.12,2726.68,2635.06,WIN,13.73,SIDEWAY_ADV
S-1195,2024-12-18 07:30:00,SHORT,2648.4,2726.68,2635.63,WIN,16.31,SIDEWAY_ADV
S-1196,2024-12-19 03:00:00,SHORT,2597.1,2693.29,2629.91,WIN,34.11,SIDEWAY_ADV
S-1197,2024-12-19 03:10:00,SHORT,2601.6,2693.29,2631.03,WIN,32.1,SIDEWAY_ADV
S-1198,2024-12-19 03:40:00,SHORT,2614.15,2693.29,2634.17,WIN,25.3,SIDEWAY_ADV
S-1199,2024-12-19 09:20:00,SHORT,2618.05,2693.29,2635.15,WIN,22.72,SIDEWAY_ADV
S-1200,2024-12-19 14:10:00,LONG,2614.9,2582.4,2644.05,EXPIRED,0.0,SIDEWAY_ADV
S-1201,2024-12-19 14:15:00,LONG,2613.66,2582.4,2643.74,EXPIRED,0.0,SIDEWAY_ADV
S-1202,2024-12-19 15:30:00,LONG,2599.33,2599.33,2640.15,EXPIRED,0.0,SIDEWAY_ADV
S-1203,2024-12-23 17:05:00,LONG,2611.9,2582.4,2646.34,EXPIRED,0.0,SIDEWAY_ADV
S-1204,2024-12-23 23:05:00,SHORT,2610.26,2652.22,2633.2,WIN,54.67,SIDEWAY_ADV
S-1205,2024-12-26 11:15:00,SHORT,2626.67,2633.75,2637.3,WIN,150.26,SIDEWAY_ADV
S-1206,2024-12-26 16:55:00,SHORT,2630.02,2633.75,2638.14,WIN,217.91,SIDEWAY_ADV
S-1207,2024-12-26 22:50:00,LONG,2634.51,2586.45,2651.99,EXPIRED,0.0,SIDEWAY_ADV
S-1208,2024-12-27 06:40:00,LONG,2633.58,2589.16,2651.76,EXPIRED,0.0,SIDEWAY_ADV
S-1209,2024-12-27 23:50:00,SHORT,2620.91,2639.66,2635.86,WIN,79.72,SIDEWAY_ADV
S-1210,2024-12-30 01:15:00,SHORT,2624.29,2639.66,2636.71,WIN,80.76,SIDEWAY_ADV
S-1211,2024-12-31 07:05:00,SHORT,2607.02,2639.66,2607.98,WIN,2.95,SIDEWAY_ADV
S-1212,2024-12-31 07:20:00,SHORT,2608.14,2639.66,2608.26,WIN,0.39,SIDEWAY_ADV
S-1213,2024-12-31 09:50:00,SHORT,2613.36,2639.66,2609.57,WIN,14.42,SIDEWAY_ADV
S-1214,2025-01-02 03:30:00,SHORT,2634.03,2639.67,2614.73,LOSS,-100.0,SIDEWAY_ADV
S-1215,2025-01-06 07:35:00,LONG,2632.66,2595.56,2632.72,WIN,0.17,SIDEWAY_ADV
S-1216,2025-01-07 01:25:00,LONG,2634.92,2595.56,2633.29,WIN,4.15,SIDEWAY_ADV
S-1217,2025-01-07 03:45:00,SHORT,2640.38,2665.68,2616.32,LOSS,-100.0,SIDEWAY_ADV
S-1218,2025-01-07 07:35:00,SHORT,2644.98,2665.68,2617.47,LOSS,-100.0,SIDEWAY_ADV
S-1219,2025-01-07 08:05:00,SHORT,2646.4,2665.68,2617.83,LOSS,-100.0,SIDEWAY_ADV
S-1220,2025-01-07 15:20:00,SHORT,2659.8,2659.8,2620.7,LOSS,-100.0,SIDEWAY_ADV
S-1221,2025-01-07 15:50:00,SHORT,2662.68,2662.68,2621.42,LOSS,-100.0,SIDEWAY_ADV
S-1222,2025-01-08 08:00:00,SHORT,2649.39,2665.68,2633.4,LOSS,-100.0,SIDEWAY_ADV
S-1223,2025-01-08 08:15:00,SHORT,2651.75,2665.68,2633.99,LOSS,-100.0,SIDEWAY_ADV
S-1224,2025-01-09 05:35:00,SHORT,2661.85,2670.53,2630.3,LOSS,-100.0,SIDEWAY_ADV
S-1225,2025-01-09 08:45:00,SHORT,2665.15,2670.53,2622.97,LOSS,-100.0,SIDEWAY_ADV
S-1226,2025-01-10 05:45:00,SHORT,2673.36,2678.76,2624.84,LOSS,-100.0,SIDEWAY_ADV
S-1227,2025-01-10 06:00:00,SHORT,2673.12,2678.76,2624.78,LOSS,-100.0,SIDEWAY_ADV
S-1228,2025-01-10 06:20:00,SHORT,2673.06,2678.76,2624.76,LOSS,-100.0,SIDEWAY_ADV
S-1229,2025-01-10 14:35:00,LONG,2675.25,2613.91,2641.4,WIN,55.18,SIDEWAY_ADV
S-1230,2025-01-13 14:10:00,LONG,2671.34,2637.35,2640.66,WIN,90.26,SIDEWAY_ADV
S-1231,2025-01-14 11:40:00,LONG,2665.55,2644.72,2639.21,WIN,126.44,SIDEWAY_ADV
S-1232,2025-01-15 07:55:00,SHORT,2679.38,2698.55,2635.32,LOSS,-100.0,SIDEWAY_ADV
S-1233,2025-01-15 20:30:00,SHORT,2694.54,2698.55,2638.17,LOSS,-100.0,SIDEWAY_ADV
S-1234,2025-01-16 09:40:00,SHORT,2698.4,2702.69,2632.28,LOSS,-100.0,SIDEWAY_ADV
S-1235,2025-01-20 05:05:00,SHORT,2700.28,2725.3,2639.18,LOSS,-100.0,SIDEWAY_ADV
S-1236,2025-01-20 05:40:00,SHORT,2703.2,2725.3,2639.91,LOSS,-100.0,SIDEWAY_ADV
S-1237,2025-01-20 10:00:00,LONG,2704.82,2659.32,2651.06,WIN,118.14,SIDEWAY_ADV
S-1238,2025-01-21 14:40:00,SHORT,2727.05,2733.39,2678.63,LOSS,-100.0,SIDEWAY_ADV
S-1239,2025-01-21 15:15:00,SHORT,2729.16,2729.16,2679.16,LOSS,-100.0,SIDEWAY_ADV
S-1240,2025-01-22 07:50:00,SHORT,2757.72,2757.72,2686.6,LOSS,-100.0,SIDEWAY_ADV
S-1241,2025-01-22 21:40:00,LONG,2755.59,2688.71,2698.57,WIN,85.26,SIDEWAY_ADV
S-1242,2025-01-23 05:20:00,LONG,2750.31,2688.71,2697.25,WIN,86.14,SIDEWAY_ADV
S-1243,2025-01-23 11:25:00,LONG,2743.81,2688.71,2695.62,WIN,87.46,SIDEWAY_ADV
S-1244,2025-01-23 15:00:00,LONG,2743.12,2688.71,2695.49,WIN,87.53,SIDEWAY_ADV
S-1245,2025-01-27 06:30:00,LONG,2757.18,2702.26,2689.19,WIN,123.79,SIDEWAY_ADV
S-1246,2025-01-28 10:30:00,LONG,2735.73,2729.93,2695.1,WIN,700.94,SIDEWAY_ADV
S-1247,2025-01-28 15:00:00,SHORT,2746.47,2786.49,2682.21,EXPIRED,0.0,SIDEWAY_ADV
S-1248,2025-01-28 15:25:00,SHORT,2746.35,2786.49,2682.18,EXPIRED,0.0,SIDEWAY_ADV
S-1249,2025-01-30 01:10:00,SHORT,2759.89,2786.49,2748.6,LOSS,-100.0,SIDEWAY_ADV
S-1250,2025-01-30 03:40:00,SHORT,2759.99,2786.49,2748.63,LOSS,-100.0,SIDEWAY_ADV
S-1251,2025-01-30 07:35:00,LONG,2759.04,2729.93,2764.51,WIN,18.8,SIDEWAY_ADV
S-1252,2025-01-30 10:55:00,SHORT,2776.21,2786.5,2753.28,LOSS,-100.0,SIDEWAY_ADV
S-1253,2025-02-03 16:50:00,SHORT,2829.34,2829.34,2768.33,LOSS,-100.0,SIDEWAY_ADV
S-1254,2025-02-04 08:20:00,LONG,2812.4,2744.2,2776.66,WIN,52.41,SIDEWAY_ADV
S-1255,2025-02-04 11:45:00,SHORT,2820.66,2830.96,2761.78,LOSS,-100.0,SIDEWAY_ADV
S-1256,2025-02-04 14:30:00,SHORT,2820.34,2830.96,2761.7,LOSS,-100.0,SIDEWAY_ADV
S-1257,2025-02-04 15:05:00,SHORT,2823.51,2837.69,2762.49,LOSS,-100.0,SIDEWAY_ADV
S-1258,2025-02-04 15:25:00,SHORT,2835.13,2835.13,2765.39,LOSS,-100.0,SIDEWAY_ADV
S-1259,2025-02-04 17:30:00,SHORT,2845.06,2845.06,2767.84,LOSS,-100.0,SIDEWAY_ADV
S-1260,2025-02-06 01:20:00,SHORT,2868.07,2868.07,2779.31,LOSS,-100.0,SIDEWAY_ADV
S-1261,2025-02-07 07:55:00,LONG,2862.05,2771.6,2787.18,WIN,82.77,SIDEWAY_ADV
S-1262,2025-02-10 09:30:00,SHORT,2894.5,2894.5,2782.52,LOSS,-100.0,SIDEWAY_ADV
S-1263,2025-02-11 04:10:00,SHORT,2939.93,2939.93,2792.1,EXPIRED,0.0,SIDEWAY_ADV
S-1264,2025-02-11 14:55:00,LONG,2889.32,2833.52,2795.84,WIN,167.53,SIDEWAY_ADV
S-1265,2025-02-11 22:30:00,LONG,2894.35,2833.52,2801.15,WIN,153.22,SIDEWAY_ADV
S-1266,2025-02-12 02:45:00,LONG,2892.16,2833.52,2800.6,WIN,156.14,SIDEWAY_ADV
S-1267,2025-02-12 08:15:00,SHORT,2893.3,2943.16,2780.42,EXPIRED,0.0,SIDEWAY_ADV
S-1268,2025-02-12 19:05:00,SHORT,2905.26,2943.16,2784.46,EXPIRED,0.0,SIDEWAY_ADV
S-1269,2025-02-13 06:15:00,SHORT,2917.34,2917.34,2786.28,EXPIRED,0.0,SIDEWAY_ADV
S-1270,2025-02-13 21:50:00,SHORT,2926.92,2926.92,2792.68,EXPIRED,0.0,SIDEWAY_ADV
S-1271,2025-02-14 01:05:00,LONG,2927.76,2852.66,2805.54,WIN,162.75,SIDEWAY_ADV
S-1272,2025-02-17 09:40:00,SHORT,2901.34,2943.16,2787.4,EXPIRED,0.0,SIDEWAY_ADV
S-1273,2025-02-19 21:50:00,SHORT,2931.79,2947.64,2871.63,LOSS,-100.0,SIDEWAY_ADV
S-1274,2025-02-20 09:35:00,SHORT,2951.86,2951.86,2877.95,LOSS,-100.0,SIDEWAY_ADV
S-1275,2025-02-21 12:25:00,SHORT,2929.66,2955.5,2925.75,WIN,15.13,SIDEWAY_ADV
S-1276,2025-02-24 12:45:00,LONG,2936.81,2902.09,2944.66,WIN,22.6,SIDEWAY_ADV
S-1277,2025-02-24 13:55:00,SHORT,2947.74,2955.5,2931.37,LOSS,-100.0,SIDEWAY_ADV
S-1278,2025-02-24 21:10:00,SHORT,2949.81,2949.81,2931.89,WIN,257.51,SIDEWAY_ADV
S-1279,2025-02-25 06:05:00,LONG,2936.63,2916.15,2945.52,LOSS,-100.0,SIDEWAY_ADV
S-1280,2025-02-25 20:05:00,SHORT,2909.85,2956.76,2917.55,WIN,16.42,SIDEWAY_ADV
S-1281,2025-02-26 02:25:00,SHORT,2923.6,2956.76,2922.16,WIN,4.33,SIDEWAY_ADV
S-1282,2025-02-27 22:10:00,LONG,2874.77,2874.77,2910.23,LOSS,-100.0,SIDEWAY_ADV
S-1283,2025-02-28 16:40:00,LONG,2838.86,2832.79,2915.73,LOSS,-100.0,SIDEWAY_ADV
S-1284,2025-03-03 05:10:00,LONG,2862.87,2862.87,2921.73,WIN,190.67,SIDEWAY_ADV
S-1285,2025-03-04 07:20:00,SHORT,2893.64,2930.66,2915.05,WIN,57.83,SIDEWAY_ADV
S-1286,2025-03-04 08:50:00,LONG,2885.43,2831.99,2927.37,WIN,78.49,SIDEWAY_ADV
S-1287,2025-03-04 10:15:00,SHORT,2910.03,2930.66,2919.14,WIN,44.18,SIDEWAY_ADV
S-1288,2025-03-04 16:45:00,LONG,2909.68,2831.99,2933.44,EXPIRED,0.0,SIDEWAY_ADV
S-1289,2025-03-05 15:45:00,LONG,2896.28,2831.99,2914.75,WIN,28.73,SIDEWAY_ADV
S-1290,2025-03-06 09:55:00,LONG,2910.18,2831.99,2922.06,WIN,15.19,SIDEWAY_ADV
S-1291,2025-03-06 10:10:00,LONG,2907.35,2831.99,2921.35,WIN,18.58,SIDEWAY_ADV
S-1292,2025-03-10 19:30:00,LONG,2892.51,2882.13,2913.81,LOSS,-100.0,SIDEWAY_ADV
S-1293,2025-03-13 09:50:00,LONG,2933.43,2879.67,2927.87,WIN,10.34,SIDEWAY_ADV
S-1294,2025-03-13 10:30:00,SHORT,2943.78,2947.72,2914.9,LOSS,-100.0,SIDEWAY_ADV
S-1295,2025-03-13 17:10:00,SHORT,2972.54,2979.06,2924.24,LOSS,-100.0,SIDEWAY_ADV
S-1296,2025-03-14 07:25:00,LONG,2983.62,2879.66,2939.37,WIN,42.56,SIDEWAY_ADV
S-1297,2025-03-17 06:45:00,LONG,2983.27,2879.66,2937.77,WIN,43.92,SIDEWAY_ADV
S-1298,2025-03-17 06:55:00,LONG,2982.58,2879.66,2937.6,WIN,43.71,SIDEWAY_ADV
S-1299,2025-03-17 11:35:00,SHORT,2994.46,3005.45,2929.2,LOSS,-100.0,SIDEWAY_ADV
S-1300,2025-03-17 12:00:00,SHORT,2996.88,2996.88,2930.16,LOSS,-100.0,SIDEWAY_ADV
S-1301,2025-03-17 14:15:00,LONG,2988.79,2892.21,2939.15,WIN,51.4,SIDEWAY_ADV
S-1302,2025-03-17 16:35:00,SHORT,2999.19,2999.19,2931.62,LOSS,-100.0,SIDEWAY_ADV
S-1303,2025-03-18 10:40:00,SHORT,3026.7,3026.7,2933.87,LOSS,-100.0,SIDEWAY_ADV
S-1304,2025-03-19 12:35:00,SHORT,3037.23,3037.23,2935.45,LOSS,-100.0,SIDEWAY_ADV
S-1305,2025-03-20 12:25:00,LONG,3030.22,2977.84,2952.14,WIN,149.07,SIDEWAY_ADV
S-1306,2025-03-20 14:40:00,SHORT,3040.68,3040.68,2940.07,EXPIRED,0.0,SIDEWAY_ADV
S-1307,2025-03-21 15:45:00,LONG,3010.57,2982.44,2947.23,WIN,225.15,SIDEWAY_ADV
S-1308,2025-03-21 15:55:00,LONG,3006.66,2982.44,2946.25,WIN,249.39,SIDEWAY_ADV
S-1309,2025-03-21 16:05:00,LONG,2999.74,2982.44,2944.52,WIN,319.17,SIDEWAY_ADV
S-1310,2025-03-24 00:05:00,SHORT,3024.02,3057.86,2935.9,EXPIRED,0.0,SIDEWAY_ADV
S-1311,2025-03-24 02:45:00,LONG,3020.2,2992.35,2949.64,WIN,253.32,SIDEWAY_ADV
S-1312,2025-03-25 06:05:00,SHORT,3015.78,3057.86,2933.84,EXPIRED,0.0,SIDEWAY_ADV
S-1313,2025-03-25 11:20:00,SHORT,3021.64,3057.86,2930.15,EXPIRED,0.0,SIDEWAY_ADV
S-1314,2025-03-25 14:15:00,LONG,3016.37,2998.95,2950.17,WIN,379.93,SIDEWAY_ADV
S-1315,2025-03-25 17:15:00,LONG,3020.97,2998.95,2951.32,WIN,316.23,SIDEWAY_ADV
S-1316,2025-03-26 05:45:00,LONG,3017.07,2998.95,2948.04,WIN,380.9,SIDEWAY_ADV
S-1317,2025-03-26 09:45:00,SHORT,3029.72,3057.87,2934.57,LOSS,-100.0,SIDEWAY_ADV
S-1318,2025-03-26 09:55:00,SHORT,3030.51,3057.87,2934.76,LOSS,-100.0,SIDEWAY_ADV
S-1319,2025-03-27 16:45:00,SHORT,3058.97,3058.97,3024.32,LOSS,-100.0,SIDEWAY_ADV
S-1320,2025-03-27 18:55:00,LONG,3048.27,2998.94,2956.19,WIN,186.66,SIDEWAY_ADV
S-1321,2025-03-27 20:40:00,SHORT,3057.34,3057.34,3020.9,LOSS,-100.0,SIDEWAY_ADV
S-1322,2025-03-28 03:10:00,SHORT,3066.31,3074.64,3023.71,LOSS,-100.0,SIDEWAY_ADV
S-1323,2025-03-28 03:55:00,SHORT,3073.86,3074.64,3025.6,LOSS,-100.0,SIDEWAY_ADV
S-1324,2025-03-28 04:05:00,SHORT,3076.73,3076.73,3028.14,LOSS,-100.0,SIDEWAY_ADV
S-1325,2025-03-28 13:40:00,SHORT,3077.78,3086.58,3028.4,LOSS,-100.0,SIDEWAY_ADV
S-1326,2025-04-01 05:25:00,SHORT,3142.44,3146.3,3046.51,LOSS,-100.0,SIDEWAY_ADV
S-1327,2025-04-01 19:15:00,LONG,3102.41,3011.83,3051.24,WIN,56.49,SIDEWAY_ADV
S-1328,2025-04-01 22:50:00,SHORT,3117.83,3149.66,3040.81,LOSS,-100.0,SIDEWAY_ADV
S-1329,2025-04-01 22:55:00,SHORT,3118.7,3149.66,3041.03,LOSS,-100.0,SIDEWAY_ADV
S-1330,2025-04-02 04:10:00,SHORT,3132.22,3132.22,3044.41,LOSS,-100.0,SIDEWAY_ADV
S-1331,2025-04-02 07:30:00,LONG,3122.95,3016.56,3056.37,WIN,62.58,SIDEWAY_ADV
S-1332,2025-04-02 11:20:00,SHORT,3127.52,3127.52,3043.23,LOSS,-100.0,SIDEWAY_ADV
S-1333,2025-04-03 08:40:00,LONG,3127.75,3053.12,3056.3,WIN,95.74,SIDEWAY_ADV
S-1334,2025-04-07 04:30:00,SHORT,3028.66,3168.34,3018.49,WIN,7.28,SIDEWAY_ADV
S-1335,2025-04-07 15:30:00,LONG,3021.81,2969.77,3038.01,LOSS,-100.0,SIDEWAY_ADV
S-1336,2025-04-07 15:35:00,LONG,3016.21,2969.77,3036.61,WIN,43.92,SIDEWAY_ADV
S-1337,2025-04-11 01:55:00,SHORT,3188.77,3188.77,3054.76,LOSS,-100.0,SIDEWAY_ADV
S-1338,2025-04-14 13:15:00,LONG,3218.95,2969.43,3074.15,WIN,58.03,SIDEWAY_ADV
S-1339,2025-04-14 16:10:00,LONG,3196.47,2969.43,3068.53,WIN,56.35,SIDEWAY_ADV
S-1340,2025-04-14 20:25:00,SHORT,3210.51,3246.33,3058.95,LOSS,-100.0,SIDEWAY_ADV
S-1341,2025-04-14 22:45:00,SHORT,3211.89,3246.33,3059.29,LOSS,-100.0,SIDEWAY_ADV
S-1342,2025-04-15 19:15:00,SHORT,3221.19,3246.33,3061.62,LOSS,-100.0,SIDEWAY_ADV
S-1343,2025-04-17 23:35:00,SHORT,3326.55,3358.32,3148.65,LOSS,-100.0,SIDEWAY_ADV
S-1344,2025-04-17 23:45:00,SHORT,3328.38,3358.32,3149.11,LOSS,-100.0,SIDEWAY_ADV
S-1345,2025-04-21 22:40:00,LONG,3418.4,3192.89,3212.24,WIN,91.42,SIDEWAY_ADV
S-1346,2025-04-23 03:45:00,SHORT,3360.88,3500.65,3165.15,EXPIRED,0.0,SIDEWAY_ADV
S-1347,2025-04-23 09:00:00,LONG,3310.36,3237.7,3184.43,WIN,173.3,SIDEWAY_ADV
S-1348,2025-04-23 19:45:00,SHORT,3302.82,3500.64,3150.63,EXPIRED,0.0,SIDEWAY_ADV
S-1349,2025-04-23 22:40:00,SHORT,3295.46,3500.64,3148.79,EXPIRED,0.0,SIDEWAY_ADV
S-1350,2025-04-24 01:35:00,SHORT,3315.21,3500.64,3153.73,EXPIRED,0.0,SIDEWAY_ADV
S-1351,2025-04-24 04:05:00,SHORT,3344.82,3500.65,3161.13,EXPIRED,0.0,SIDEWAY_ADV
S-1352,2025-04-24 06:10:00,LONG,3333.97,3259.31,3190.34,WIN,192.39,SIDEWAY_ADV
S-1353,2025-04-24 22:50:00,SHORT,3345.78,3500.65,3234.41,EXPIRED,0.0,SIDEWAY_ADV
S-1354,2025-04-30 23:25:00,LONG,3290.71,3264.53,3333.85,LOSS,-100.0,SIDEWAY_ADV
S-1355,2025-05-01 12:30:00,LONG,3223.28,3215.21,3318.17,LOSS,-100.0,SIDEWAY_ADV
S-1356,2025-05-02 06:00:00,SHORT,3246.4,3353.65,3268.02,WIN,20.16,SIDEWAY_ADV
S-1357,2025-05-05 12:10:00,SHORT,3289.66,3334.39,3277.92,LOSS,-100.0,SIDEWAY_ADV
S-1358,2025-05-05 12:20:00,SHORT,3297.83,3334.39,3279.96,LOSS,-100.0,SIDEWAY_ADV
S-1359,2025-05-05 13:15:00,SHORT,3315.61,3330.59,3284.41,LOSS,-100.0,SIDEWAY_ADV
S-1360,2025-05-06 04:30:00,SHORT,3364.12,3382.44,3299.55,LOSS,-100.0,SIDEWAY_ADV
S-1361,2025-05-06 04:40:00,SHORT,3378.46,3378.46,3303.14,LOSS,-100.0,SIDEWAY_ADV
S-1362,2025-05-08 07:55:00,LONG,3382.14,3222.1,3354.11,WIN,17.51,SIDEWAY_ADV
S-1363,2025-05-08 20:05:00,LONG,3299.61,3222.12,3338.23,WIN,49.84,SIDEWAY_ADV
S-1364,2025-05-09 08:05:00,SHORT,3327.43,3438.52,3313.82,WIN,12.25,SIDEWAY_ADV
S-1365,2025-05-09 22:30:00,LONG,3327.46,3274.19,3337.7,LOSS,-100.0,SIDEWAY_ADV
S-1366,2025-05-12 02:00:00,LONG,3267.79,3267.79,3322.78,LOSS,-100.0,SIDEWAY_ADV
S-1367,2025-05-12 10:40:00,LONG,3221.3,3221.3,3311.16,LOSS,-100.0,SIDEWAY_ADV
S-1368,2025-05-14 21:05:00,LONG,3176.44,3171.1,3292.57,LOSS,-100.0,SIDEWAY_ADV
S-1369,2025-05-14 21:55:00,LONG,3171.9,3171.11,3291.43,LOSS,-100.0,SIDEWAY_ADV
S-1370,2025-05-15 05:35:00,LONG,3158.29,3149.54,3299.21,LOSS,-100.0,SIDEWAY_ADV
S-1371,2025-05-15 12:15:00,SHORT,3169.78,3348.16,3207.22,WIN,20.99,SIDEWAY_ADV
S-1372,2025-05-15 23:15:00,SHORT,3236.79,3348.18,3223.98,WIN,11.5,SIDEWAY_ADV
S-1373,2025-05-19 04:30:00,LONG,3222.74,3120.14,3241.4,WIN,18.19,SIDEWAY_ADV
S-1374,2025-05-21 06:25:00,SHORT,3307.81,3307.81,3241.73,LOSS,-100.0,SIDEWAY_ADV
S-1375,2025-05-22 04:40:00,SHORT,3342.6,3342.6,3250.43,LOSS,-100.0,SIDEWAY_ADV
S-1376,2025-05-22 12:20:00,LONG,3304.83,3153.69,3261.92,WIN,28.39,SIDEWAY_ADV
S-1377,2025-05-27 07:40:00,LONG,3336.42,3278.7,3269.82,WIN,115.39,SIDEWAY_ADV
S-1378,2025-05-29 02:40:00,LONG,3252.68,3252.68,3310.47,LOSS,-100.0,SIDEWAY_ADV
S-1379,2025-06-02 09:00:00,SHORT,3326.21,3350.44,3294.98,LOSS,-100.0,SIDEWAY_ADV
S-1380,2025-06-02 09:25:00,SHORT,3337.55,3350.44,3297.82,LOSS,-100.0,SIDEWAY_ADV
S-1381,2025-06-02 09:35:00,SHORT,3339.84,3350.44,3298.39,LOSS,-100.0,SIDEWAY_ADV
S-1382,2025-06-02 10:15:00,SHORT,3356.21,3356.21,3302.48,LOSS,-100.0,SIDEWAY_ADV
S-1383,2025-06-03 01:25:00,SHORT,3389.87,3392.04,3310.46,LOSS,-100.0,SIDEWAY_ADV
S-1384,2025-06-03 04:15:00,LONG,3365.46,3244.85,3335.08,WIN,25.19,SIDEWAY_ADV
S-1385,2025-06-04 07:50:00,LONG,3353.39,3244.85,3332.06,WIN,19.65,SIDEWAY_ADV
S-1386,2025-06-04 22:15:00,LONG,3373.32,3271.15,3337.04,WIN,35.51,SIDEWAY_ADV
S-1387,2025-06-09 22:40:00,LONG,3328.17,3292.94,3321.27,WIN,19.6,SIDEWAY_ADV
S-1388,2025-06-10 09:25:00,SHORT,3326.05,3404.0,3297.03,EXPIRED,0.0,SIDEWAY_ADV
