Ticket,Time,Direction,Entry,SL,TP1,Result,PnL,Regime
S-269,2022-11-01 09:05:00,SHORT,1649.25,1675.26,1647.79,WIN,5.61,SIDEWAY_ADV
S-270,2022-11-01 12:35:00,SHORT,1651.88,1675.26,1648.33,WIN,15.18,SIDEWAY_ADV
S-271,2022-11-02 16:20:00,LONG,1650.68,1630.32,1669.48,LOSS,-100.0,SIDEWAY_ADV
S-272,2022-11-03 04:55:00,LONG,1636.35,1630.32,1648.89,LOSS,-100.0,SIDEWAY_ADV
S-273,2022-11-03 09:10:00,LONG,1630.37,1628.06,1648.95,LOSS,-100.0,SIDEWAY_ADV
S-274,2022-11-03 22:35:00,LONG,1629.79,1629.79,1648.02,WIN,136.11,SIDEWAY_ADV
S-275,2022-11-04 04:45:00,SHORT,1635.73,1669.66,1644.46,WIN,25.72,SIDEWAY_ADV
S-276,2022-11-04 05:10:00,SHORT,1638.76,1669.66,1645.21,WIN,20.89,SIDEWAY_ADV
S-277,2022-11-04 05:20:00,SHORT,1639.67,1669.66,1645.44,WIN,19.25,SIDEWAY_ADV
S-278,2022-11-04 06:55:00,SHORT,1646.92,1669.66,1647.25,WIN,1.47,SIDEWAY_ADV
S-279,2022-11-04 07:35:00,SHORT,1647.78,1669.66,1647.47,WIN,1.42,SIDEWAY_ADV
S-280,2022-11-04 15:10:00,SHORT,1665.1,1669.66,1651.8,LOSS,-100.0,SIDEWAY_ADV
S-281,2022-11-04 16:45:00,SHORT,1674.47,1674.47,1654.52,LOSS,-100.0,SIDEWAY_ADV
S-282,2022-11-07 04:45:00,LONG,1670.91,1616.39,1658.02,WIN,23.63,SIDEWAY_ADV
S-283,2022-11-07 10:35:00,SHORT,1675.18,1675.18,1654.5,LOSS,-100.0,SIDEWAY_ADV
S-284,2022-11-08 06:40:00,LONG,1670.08,1616.39,1657.88,WIN,22.71,SIDEWAY_ADV
S-285,2022-11-08 07:05:00,LONG,1669.2,1616.39,1657.66,WIN,21.84,SIDEWAY_ADV
S-286,2022-11-08 23:40:00,LONG,1712.59,1616.38,1671.44,WIN,42.77,SIDEWAY_ADV
S-287,2022-11-10 15:35:00,SHORT,1734.17,1734.17,1662.91,LOSS,-100.0,SIDEWAY_ADV
S-288,2022-11-11 19:40:00,SHORT,1765.14,1766.99,1668.93,LOSS,-100.0,SIDEWAY_ADV
S-289,2022-11-15 09:30:00,SHORT,1778.41,1784.72,1673.84,LOSS,-100.0,SIDEWAY_ADV
S-290,2022-11-16 12:00:00,SHORT,1783.75,1783.75,1675.64,LOSS,-100.0,SIDEWAY_ADV
S-291,2022-11-17 08:15:00,SHORT,1765.2,1786.92,1765.69,WIN,2.28,SIDEWAY_ADV
S-292,2022-11-17 08:50:00,SHORT,1767.18,1786.92,1766.19,WIN,5.01,SIDEWAY_ADV
S-293,2022-11-18 02:35:00,SHORT,1762.59,1786.92,1765.04,WIN,10.08,SIDEWAY_ADV
S-294,2022-11-18 07:20:00,LONG,1761.31,1752.95,1768.76,LOSS,-100.0,SIDEWAY_ADV
S-295,2022-11-18 13:55:00,LONG,1760.38,1752.95,1768.52,LOSS,-100.0,SIDEWAY_ADV
S-296,2022-11-18 21:30:00,LONG,1748.49,1748.49,1765.55,LOSS,-100.0,SIDEWAY_ADV
S-297,2022-11-18 21:35:00,LONG,1747.92,1747.92,1765.41,LOSS,-100.0,SIDEWAY_ADV
S-298,2022-11-21 15:25:00,SHORT,1746.15,1786.92,1760.93,WIN,36.26,SIDEWAY_ADV
S-299,2022-11-23 01:05:00,SHORT,1739.73,1780.46,1759.33,WIN,48.12,SIDEWAY_ADV
S-300,2022-11-23 01:15:00,LONG,1740.43,1732.19,1763.54,LOSS,-100.0,SIDEWAY_ADV
S-301,2022-11-23 09:35:00,SHORT,1743.35,1775.23,1760.23,WIN,52.96,SIDEWAY_ADV
S-302,2022-11-24 02:30:00,SHORT,1754.75,1768.07,1763.08,WIN,62.55,SIDEWAY_ADV
S-303,2022-11-24 18:50:00,LONG,1756.23,1726.96,1767.49,EXPIRED,0.0,SIDEWAY_ADV
S-304,2022-11-25 10:00:00,LONG,1750.43,1726.96,1766.04,EXPIRED,0.0,SIDEWAY_ADV
S-305,2022-11-25 15:35:00,LONG,1747.83,1726.96,1765.39,EXPIRED,0.0,SIDEWAY_ADV
S-306,2022-11-25 15:40:00,LONG,1747.1,1726.96,1765.2,EXPIRED,0.0,SIDEWAY_ADV
S-307,2022-11-25 18:30:00,LONG,1750.73,1726.96,1766.11,EXPIRED,0.0,SIDEWAY_ADV
S-308,2022-11-29 06:10:00,SHORT,1750.91,1764.11,1751.75,WIN,6.33,SIDEWAY_ADV
S-309,2022-11-29 06:45:00,SHORT,1753.43,1764.11,1752.38,WIN,9.87,SIDEWAY_ADV
S-310,2022-12-01 01:50:00,SHORT,1772.86,1773.85,1754.09,LOSS,-100.0,SIDEWAY_ADV
S-311,2022-12-01 02:00:00,SHORT,1774.32,1779.06,1754.45,LOSS,-100.0,SIDEWAY_ADV
S-312,2022-12-01 09:55:00,LONG,1775.45,1739.27,1763.7,WIN,32.49,SIDEWAY_ADV
S-313,2022-12-01 10:05:00,LONG,1774.95,1739.28,1763.57,WIN,31.89,SIDEWAY_ADV
S-314,2022-12-02 03:35:00,LONG,1798.02,1739.27,1767.4,WIN,52.11,SIDEWAY_ADV
S-315,2022-12-02 07:15:00,SHORT,1797.86,1797.86,1758.52,LOSS,-100.0,SIDEWAY_ADV
S-316,2022-12-02 19:10:00,SHORT,1798.09,1804.88,1759.35,LOSS,-100.0,SIDEWAY_ADV
S-317,2022-12-05 19:10:00,LONG,1769.79,1744.56,1768.57,WIN,4.85,SIDEWAY_ADV
S-318,2022-12-07 14:55:00,SHORT,1775.09,1810.37,1768.41,EXPIRED,0.0,SIDEWAY_ADV
S-319,2022-12-07 15:15:00,SHORT,1774.53,1810.36,1768.27,EXPIRED,0.0,SIDEWAY_ADV
S-320,2022-12-08 19:45:00,LONG,1787.93,1765.49,1765.19,WIN,101.36,SIDEWAY_ADV
S-321,2022-12-08 19:55:00,LONG,1787.16,1765.49,1765.0,WIN,102.3,SIDEWAY_ADV
S-322,2022-12-09 13:45:00,SHORT,1799.8,1799.8,1759.86,EXPIRED,0.0,SIDEWAY_ADV
S-323,2022-12-09 22:45:00,LONG,1795.79,1765.49,1767.15,WIN,94.52,SIDEWAY_ADV
S-324,2022-12-13 06:00:00,LONG,1781.96,1768.38,1763.7,WIN,134.53,SIDEWAY_ADV
S-325,2022-12-13 07:45:00,SHORT,1784.84,1806.5,1756.12,LOSS,-100.0,SIDEWAY_ADV
S-326,2022-12-13 08:00:00,SHORT,1784.94,1806.5,1756.15,LOSS,-100.0,SIDEWAY_ADV
S-327,2022-12-13 08:30:00,SHORT,1786.02,1806.5,1756.42,LOSS,-100.0,SIDEWAY_ADV
S-328,2022-12-13 15:55:00,SHORT,1811.11,1812.9,1762.69,LOSS,-100.0,SIDEWAY_ADV
S-329,2022-12-15 03:30:00,LONG,1801.68,1777.27,1768.5,WIN,135.93,SIDEWAY_ADV
S-330,2022-12-15 03:40:00,LONG,1799.95,1777.27,1768.07,WIN,140.58,SIDEWAY_ADV
S-331,2022-12-15 09:50:00,LONG,1788.26,1777.27,1765.14,WIN,210.39,SIDEWAY_ADV
S-332,2022-12-15 10:25:00,LONG,1779.13,1773.39,1762.86,WIN,283.64,SIDEWAY_ADV
S-333,2022-12-15 11:00:00,LONG,1775.42,1773.39,1761.93,WIN,665.98,SIDEWAY_ADV
S-334,2022-12-16 04:40:00,SHORT,1783.5,1824.88,1780.27,WIN,7.81,SIDEWAY_ADV
S-335,2022-12-16 06:00:00,LONG,1779.06,1773.39,1764.54,WIN,256.33,SIDEWAY_ADV
S-336,2022-12-16 10:15:00,LONG,1776.06,1773.39,1763.79,WIN,460.5,SIDEWAY_ADV
S-337,2022-12-16 21:05:00,SHORT,1791.18,1824.88,1773.02,EXPIRED,0.0,SIDEWAY_ADV
S-338,2022-12-19 10:25:00,SHORT,1796.95,1824.88,1790.03,WIN,24.77,SIDEWAY_ADV
S-339,2022-12-20 10:45:00,SHORT,1803.99,1814.58,1791.79,LOSS,-100.0,SIDEWAY_ADV
S-340,2022-12-20 15:15:00,LONG,1798.84,1773.39,1800.06,WIN,4.79,SIDEWAY_ADV
S-341,2022-12-20 17:05:00,SHORT,1817.22,1817.22,1795.1,LOSS,-100.0,SIDEWAY_ADV
S-342,2022-12-21 23:50:00,LONG,1814.42,1773.8,1803.35,WIN,27.25,SIDEWAY_ADV
S-343,2022-12-22 02:50:00,SHORT,1817.99,1817.99,1789.48,WIN,458.78,SIDEWAY_ADV
S-344,2022-12-22 03:15:00,SHORT,1818.49,1818.49,1789.61,WIN,505.49,SIDEWAY_ADV
S-345,2022-12-22 03:20:00,SHORT,1819.45,1819.45,1789.85,LOSS,-100.0,SIDEWAY_ADV
S-346,2022-12-22 05:10:00,SHORT,1818.45,1818.45,1790.26,WIN,489.9,SIDEWAY_ADV
S-347,2022-12-22 09:15:00,LONG,1814.8,1773.89,1803.44,WIN,27.76,SIDEWAY_ADV
S-348,2022-12-27 23:10:00,LONG,1813.55,1784.31,1802.76,WIN,36.88,SIDEWAY_ADV
S-349,2022-12-28 02:25:00,LONG,1810.47,1784.31,1801.99,WIN,32.4,SIDEWAY_ADV
S-350,2022-12-28 20:10:00,SHORT,1808.5,1833.99,1793.77,EXPIRED,0.0,SIDEWAY_ADV
S-351,2022-12-29 11:00:00,SHORT,1810.69,1833.99,1794.31,LOSS,-100.0,SIDEWAY_ADV
S-352,2022-12-29 11:05:00,SHORT,1811.49,1833.99,1794.51,LOSS,-100.0,SIDEWAY_ADV
S-353,2022-12-29 21:55:00,LONG,1817.34,1784.31,1802.4,WIN,45.22,SIDEWAY_ADV
S-354,2023-01-03 01:05:00,SHORT,1829.5,1829.5,1816.91,LOSS,-100.0,SIDEWAY_ADV
S-355,2023-01-04 03:50:00,SHORT,1843.76,1850.36,1802.79,LOSS,-100.0,SIDEWAY_ADV
S-356,2023-01-04 10:15:00,SHORT,1861.94,1861.94,1806.34,LOSS,-100.0,SIDEWAY_ADV
S-357,2023-01-04 14:25:00,LONG,1855.19,1796.67,1824.11,WIN,53.11,SIDEWAY_ADV
S-358,2023-01-06 20:35:00,SHORT,1866.76,1869.91,1819.78,LOSS,-100.0,SIDEWAY_ADV
S-359,2023-01-06 20:45:00,SHORT,1868.37,1868.37,1820.18,LOSS,-100.0,SIDEWAY_ADV
S-360,2023-01-09 04:45:00,SHORT,1878.74,1878.74,1822.23,LOSS,-100.0,SIDEWAY_ADV
S-361,2023-01-09 06:30:00,LONG,1877.85,1821.06,1830.37,WIN,83.6,SIDEWAY_ADV
S-362,2023-01-09 06:45:00,SHORT,1877.31,1879.92,1821.88,LOSS,-100.0,SIDEWAY_ADV
S-363,2023-01-13 07:25:00,LONG,1894.46,1865.23,1840.67,WIN,184.03,SIDEWAY_ADV
S-364,2023-01-13 10:30:00,SHORT,1906.14,1906.14,1835.37,LOSS,-100.0,SIDEWAY_ADV
S-365,2023-01-13 20:40:00,SHORT,1921.67,1921.67,1838.24,LOSS,-100.0,SIDEWAY_ADV
S-366,2023-01-17 01:30:00,SHORT,1917.56,1917.56,1837.24,LOSS,-100.0,SIDEWAY_ADV
S-367,2023-01-17 07:15:00,SHORT,1913.16,1913.16,1836.14,LOSS,-100.0,SIDEWAY_ADV
S-368,2023-01-17 12:20:00,LONG,1904.85,1866.77,1888.3,WIN,43.46,SIDEWAY_ADV
S-369,2023-01-17 15:05:00,LONG,1908.06,1866.77,1889.1,WIN,45.91,SIDEWAY_ADV
S-370,2023-01-18 08:55:00,SHORT,1902.99,1929.34,1878.23,LOSS,-100.0,SIDEWAY_ADV
S-371,2023-01-18 10:15:00,SHORT,1913.83,1929.34,1880.94,LOSS,-100.0,SIDEWAY_ADV
S-372,2023-01-18 18:40:00,LONG,1906.5,1874.92,1889.01,WIN,55.37,SIDEWAY_ADV
S-373,2023-01-19 17:00:00,SHORT,1918.77,1929.34,1880.97,LOSS,-100.0,SIDEWAY_ADV
S-374,2023-01-19 21:30:00,SHORT,1929.7,1931.78,1884.99,LOSS,-100.0,SIDEWAY_ADV
S-375,2023-01-23 20:15:00,SHORT,1927.65,1937.93,1881.63,LOSS,-100.0,SIDEWAY_ADV
S-376,2023-01-23 20:30:00,SHORT,1928.35,1937.93,1881.8,LOSS,-100.0,SIDEWAY_ADV
S-377,2023-01-26 03:10:00,LONG,1942.83,1911.01,1897.11,WIN,143.7,SIDEWAY_ADV
S-378,2023-01-26 11:45:00,LONG,1934.0,1911.01,1894.9,WIN,170.1,SIDEWAY_ADV
S-379,2023-01-26 20:35:00,SHORT,1931.17,1949.48,1882.31,EXPIRED,0.0,SIDEWAY_ADV
S-380,2023-01-27 06:20:00,LONG,1920.33,1911.02,1891.48,WIN,309.72,SIDEWAY_ADV
S-381,2023-01-27 11:25:00,SHORT,1927.97,1949.48,1881.51,EXPIRED,0.0,SIDEWAY_ADV
S-382,2023-01-30 06:50:00,SHORT,1932.66,1932.66,1882.68,EXPIRED,0.0,SIDEWAY_ADV
S-383,2023-01-31 03:40:00,SHORT,1926.53,1949.48,1922.55,WIN,17.36,SIDEWAY_ADV
S-384,2023-01-31 05:40:00,LONG,1921.45,1916.21,1929.88,LOSS,-100.0,SIDEWAY_ADV
S-385,2023-01-31 06:05:00,LONG,1920.93,1916.21,1929.75,LOSS,-100.0,SIDEWAY_ADV
S-386,2023-01-31 06:15:00,LONG,1920.26,1916.21,1929.58,LOSS,-100.0,SIDEWAY_ADV
S-387,2023-02-02 18:30:00,LONG,1918.9,1900.44,1928.48,LOSS,-100.0,SIDEWAY_ADV
S-388,2023-02-02 18:40:00,LONG,1917.42,1900.44,1928.11,LOSS,-100.0,SIDEWAY_ADV
S-389,2023-02-03 14:45:00,SHORT,1916.57,1960.06,1919.44,WIN,6.6,SIDEWAY_ADV
S-390,2023-02-03 22:05:00,SHORT,1865.1,1960.05,1905.95,WIN,43.02,SIDEWAY_ADV
S-391,2023-02-06 04:15:00,SHORT,1875.61,1960.06,1908.57,WIN,39.04,SIDEWAY_ADV
S-392,2023-02-06 05:55:00,SHORT,1876.57,1960.06,1908.81,WIN,38.62,SIDEWAY_ADV
S-393,2023-02-08 13:05:00,LONG,1879.53,1861.06,1919.13,LOSS,-100.0,SIDEWAY_ADV
S-394,2023-02-10 06:25:00,LONG,1854.44,1853.49,1915.69,LOSS,-100.0,SIDEWAY_ADV
S-395,2023-02-13 13:50:00,SHORT,1862.49,1890.68,1906.7,WIN,156.8,SIDEWAY_ADV
S-396,2023-02-14 02:05:00,SHORT,1855.39,1890.68,1904.39,WIN,138.84,SIDEWAY_ADV
S-397,2023-02-14 02:20:00,SHORT,1856.16,1890.68,1904.58,WIN,140.26,SIDEWAY_ADV
S-398,2023-02-14 06:00:00,SHORT,1857.63,1890.68,1904.95,WIN,143.16,SIDEWAY_ADV
S-399,2023-02-14 08:45:00,SHORT,1862.65,1890.68,1906.2,WIN,155.37,SIDEWAY_ADV
S-400,2023-02-15 05:30:00,LONG,1850.7,1842.92,1913.33,LOSS,-100.0,SIDEWAY_ADV
S-401,2023-02-16 09:50:00,SHORT,1840.7,1872.6,1900.68,WIN,188.03,SIDEWAY_ADV
S-402,2023-02-16 09:55:00,SHORT,1841.36,1872.6,1900.84,WIN,190.41,SIDEWAY_ADV
S-403,2023-02-21 08:25:00,SHORT,1838.26,1860.48,1897.86,WIN,268.25,SIDEWAY_ADV
S-404,2023-02-21 12:30:00,LONG,1834.24,1818.53,1845.0,WIN,68.51,SIDEWAY_ADV
S-405,2023-02-22 01:20:00,LONG,1835.13,1818.53,1845.22,WIN,60.81,SIDEWAY_ADV
S-406,2023-02-22 01:25:00,LONG,1835.25,1818.53,1845.25,WIN,59.84,SIDEWAY_ADV
S-407,2023-02-22 01:35:00,SHORT,1835.75,1847.85,1847.49,WIN,97.02,SIDEWAY_ADV
S-408,2023-02-22 05:10:00,LONG,1836.81,1818.53,1845.64,WIN,48.33,SIDEWAY_ADV
S-409,2023-02-22 10:05:00,SHORT,1839.79,1847.85,1848.5,WIN,108.05,SIDEWAY_ADV
S-410,2023-02-23 08:40:00,SHORT,1832.96,1847.85,1826.89,WIN,40.76,SIDEWAY_ADV
S-411,2023-02-23 22:45:00,SHORT,1822.82,1847.84,1828.35,WIN,22.11,SIDEWAY_ADV
S-412,2023-02-24 02:40:00,SHORT,1824.74,1847.84,1828.83,WIN,17.72,SIDEWAY_ADV
S-413,2023-02-24 06:20:00,LONG,1825.64,1817.09,1840.31,LOSS,-100.0,SIDEWAY_ADV
S-414,2023-02-24 08:50:00,SHORT,1824.36,1847.84,1828.74,WIN,18.65,SIDEWAY_ADV
S-415,2023-02-27 22:40:00,LONG,1816.19,1806.33,1838.12,LOSS,-100.0,SIDEWAY_ADV
S-416,2023-02-28 23:00:00,LONG,1827.03,1804.32,1840.2,WIN,58.0,SIDEWAY_ADV
S-417,2023-03-03 07:15:00,SHORT,1838.45,1844.92,1832.54,LOSS,-100.0,SIDEWAY_ADV
S-418,2023-03-03 08:40:00,SHORT,1843.18,1844.92,1833.73,LOSS,-100.0,SIDEWAY_ADV
S-419,2023-03-03 22:25:00,SHORT,1855.94,1855.94,1836.92,LOSS,-100.0,SIDEWAY_ADV
S-420,2023-03-07 17:10:00,LONG,1823.04,1815.3,1835.38,LOSS,-100.0,SIDEWAY_ADV
S-421,2023-03-07 20:30:00,LONG,1814.91,1812.61,1833.35,LOSS,-100.0,SIDEWAY_ADV
S-422,2023-03-08 22:20:00,LONG,1814.72,1814.72,1833.11,WIN,324.11,SIDEWAY_ADV
S-423,2023-03-09 06:35:00,SHORT,1813.03,1858.63,1826.71,WIN,30.01,SIDEWAY_ADV
S-424,2023-03-09 08:20:00,SHORT,1814.4,1858.63,1827.06,WIN,28.61,SIDEWAY_ADV
S-425,2023-03-09 09:15:00,LONG,1813.09,1813.09,1832.63,WIN,483.4,SIDEWAY_ADV
S-426,2023-03-09 16:35:00,SHORT,1830.17,1858.64,1830.0,WIN,0.59,SIDEWAY_ADV
S-427,2023-03-09 17:00:00,SHORT,1833.56,1858.64,1830.85,WIN,10.81,SIDEWAY_ADV
S-428,2023-03-09 20:05:00,SHORT,1830.22,1858.64,1830.01,WIN,0.73,SIDEWAY_ADV
S-429,2023-03-09 22:05:00,LONG,1829.77,1809.04,1837.73,WIN,38.42,SIDEWAY_ADV
S-430,2023-03-09 22:20:00,LONG,1829.19,1809.04,1837.59,WIN,41.69,SIDEWAY_ADV
S-431,2023-03-10 17:20:00,SHORT,1863.73,1863.73,1838.39,LOSS,-100.0,SIDEWAY_ADV
S-432,2023-03-10 22:55:00,SHORT,1869.78,1869.78,1839.71,LOSS,-100.0,SIDEWAY_ADV
S-433,2023-03-13 11:35:00,SHORT,1892.53,1892.53,1844.2,LOSS,-100.0,SIDEWAY_ADV
S-434,2023-03-13 14:20:00,SHORT,1893.79,1903.28,1843.83,LOSS,-100.0,SIDEWAY_ADV
S-435,2023-03-14 13:30:00,SHORT,1903.18,1903.18,1848.29,LOSS,-100.0,SIDEWAY_ADV
S-436,2023-03-15 10:25:00,LONG,1887.35,1811.56,1835.78,WIN,68.05,SIDEWAY_ADV
S-437,2023-03-16 00:15:00,SHORT,1920.21,1937.74,1850.07,LOSS,-100.0,SIDEWAY_ADV
S-438,2023-03-16 07:55:00,SHORT,1920.0,1937.74,1850.02,LOSS,-100.0,SIDEWAY_ADV
S-439,2023-03-17 15:00:00,SHORT,1947.39,1952.51,1844.57,LOSS,-100.0,SIDEWAY_ADV
S-440,2023-03-17 16:50:00,SHORT,1963.23,1963.23,1860.1,LOSS,-100.0,SIDEWAY_ADV
S-441,2023-03-17 20:25:00,SHORT,1980.3,1988.16,1847.97,LOSS,-100.0,SIDEWAY_ADV
S-442,2023-03-17 20:45:00,SHORT,1983.38,1983.38,1848.74,LOSS,-100.0,SIDEWAY_ADV
S-443,2023-03-17 20:50:00,SHORT,1986.04,1986.04,1849.41,LOSS,-100.0,SIDEWAY_ADV
S-444,2023-03-22 01:45:00,SHORT,1943.95,2010.19,1838.84,EXPIRED,0.0,SIDEWAY_ADV
S-445,2023-03-23 15:50:00,SHORT,1982.0,2010.2,1864.85,EXPIRED,0.0,SIDEWAY_ADV
S-446,2023-03-30 12:55:00,SHORT,1967.35,2003.35,1963.14,WIN,11.69,SIDEWAY_ADV
S-447,2023-03-31 04:30:00,SHORT,1981.86,1981.86,1967.06,LOSS,-100.0,SIDEWAY_ADV
S-448,2023-03-31 12:45:00,SHORT,1979.8,1985.46,1966.55,LOSS,-100.0,SIDEWAY_ADV
S-449,2023-04-03 02:55:00,LONG,1957.01,1957.01,1983.46,WIN,320.55,SIDEWAY_ADV
S-450,2023-04-03 05:30:00,LONG,1957.86,1957.86,1970.99,WIN,144.31,SIDEWAY_ADV
S-451,2023-04-03 06:10:00,LONG,1951.51,1951.51,1969.41,WIN,650.73,SIDEWAY_ADV
S-452,2023-04-03 06:15:00,LONG,1950.06,1950.06,1969.04,WIN,1460.34,SIDEWAY_ADV
S-453,2023-04-03 11:50:00,SHORT,1965.87,1988.02,1964.9,WIN,4.36,SIDEWAY_ADV
S-454,2023-04-03 13:40:00,SHORT,1970.9,1988.02,1966.16,LOSS,-100.0,SIDEWAY_ADV
S-455,2023-04-04 02:45:00,SHORT,1985.48,1985.48,1970.18,LOSS,-100.0,SIDEWAY_ADV
